page_content,page_time
"
资料图：白宫新闻简报室
　　中新网2月27日电 据外媒报道，有消息人士称，在发生出现“泄密门”事件后，美国白宫新闻秘书斯派塞下令对白宫工作人员的手机进行检查，以防他们将消息泄露给媒体。
　　据报道，日前，斯派塞将白宫工作人员叫到其办公室，重申了近期发生的泄密事件的严重性。他还称，工作人员们在手机上使用短信加密应用，这种行为违反美国联邦记录法。
　　消息人士称，斯派塞还检查了工作人员们的手机，确认他们是否使用加密应用，以及是否和记者私下联系。
　　斯派塞方面拒绝对上述消息置评。
　　近期，白宫多次发生“泄密”事件。在最近的一起事件中，白宫方面任命通信主管的人事决定被媒体提前曝出。
责任编辑：吴颜 
",201702270937
"
　　原标题：BBC记者赴日拍援交纪录片 遭警方阻拦
　　[编译/观察者网 武守哲]BBC三台的纪录片制作者斯塔茜·多莉（Stacey Dooley），在赴日本拍摄有关“援交少年”的纪录片时，遭到了警察的干预和阻拦，并被强制扣押两个小时。
　　纪录片的名字叫《用来出卖的少年情色》（Young Sex For Sale）。29岁的斯塔茜想深挖日本的援交女孩问题，比如甚至只有六岁的幼女是如何遭到“性盘剥”的。
29岁的BBC纪录片制作者斯塔茜·多莉
　　斯塔茜说：“这部纪录片主要聚焦了这样一个事实，就是日本何以迟至2014年才宣布儿童色情为非法。”
　　“我们尝试着想搞明白，为什么日本在这个问题上如此“特别”，这么晚才判此为非法。而且我们想调查一下，在法律法规出台之后，实际情况的操作又是如何。”
　　过去，日本因为在儿童性滥用问题上而饱受国际舆论的批评。
　　日本情色化的少女图片遍布全国，男人们可以付费和那些给站街的学生妹们，以获取会面相处的机会，而且在日本涉及儿童强奸的漫画书随处可见。
　　斯塔茜在东京的高中少女巷（JK Alley）取景的时候遭到成年男性的阻拦。JK是日语“高中女孩”（Joshi kosei发音的缩写）。在少女巷，男人们可以向这些高中学生妹们付费共度良宵。
　　两个男人横在斯塔茜面前，告诉她不准录像，之后警察赶了过来。
 斯塔茜自称自己身体很强壮，但拍摄过程并不平坦 
　　在被警察拘押后，斯塔茜对着镜头说：“我现在被警察强行拘押了两个小时了，他们不让我们走。”
　　虽然日本法律在青少年性交易问题上做出了修改，这部纪录片却解释了现实生活中的另一面：日本为什么仍对儿童性交易行为“正常化”。
　　在拍摄过程中，斯塔茜和某慈善机构的志愿者会面过，还走访了日本国家警察青少年保护处总部，了解他们对少女们的保护情况。
　　谈起对那些买春男性的拍摄时，斯塔茜说：“我被那些成年男性恐吓威胁过，我可是一个年近30岁的强壮女性。”
斯塔茜在和一位日本人权律师交谈：“这（青少年性交易）明显是在违背和滥用孩子们的天性啊。”
　　“一旦那些女孩们接受了援助和成年男性们交往……她们就很容易被摆布。如果她们被要求做一些她们不愿做的事情，我不知道她们是否有信心说不。”
　　日本“援交”现象的出现，其根源仍然是一个涉及到历史、家庭、教育、文化环境的综合性社会问题，而且目前也多少影响到了韩国、中国香港、中国台湾等国家和地区。
　　斯塔茜·多莉大调查：《日本：用来出卖的少年情色》将在2月28日的BBC三台播出。
责任编辑：刘光博 
",201702270938
"
　　中新网2月27日电 据美国中文网报道，当地时间26日下午，纽约9/11纪念馆在世贸中心遗址前举行悼念1993年世贸中心爆炸案24周年活动。6名罹难者亲属到场献花，在悼念逝者的同时，提醒民众反恐警钟长鸣。
　　当天下午12点18分，在悠扬的风笛声中，到场嘉宾手持鲜花，为6名在世贸中心爆炸案恐怖袭击里丧生的罹难者默哀。
　　1993年2月26日，世贸中心大楼地下二层的停车场被1500磅炸药引爆，炸弹炸出一个长60米，宽30米的大坑，大楼内多处起火，造成了6人死亡，超过1000人受伤。
　　9/11纪念馆主席格林沃德在发言中说，灾难虽然已过去，但并不会被忘记。前世贸中心执行董事麦基什在悼念活动上表示，时至今日，灾难已过去了24年，我们在悼念逝者的同时，更重要的是提醒世人要时刻警惕恐怖袭击的威胁。
　　一名遇难者的儿子迈克尔·马科说，24年前他才20岁，他的父亲当时是纽新航港局的员工。父亲在恐怖袭击中丧生，作为儿子每年回来纪念父亲是一个义务，让世人了解恐怖主义的危害也是十分重要。
　　6名参与1993年世贸中心爆炸案的恐怖分子被判处终身监禁。其中，幕后主谋之一，78岁的盲人牧师奥马尔因糖尿病和冠心病，于上周在北卡罗莱纳州的监狱中去世。
责任编辑：吴颜 
",201702270932
"
资料图：朝鲜发射弹道导弹
　　无核化是半岛和平稳定的前提和保障
　　————与阎学通教授商榷
　　《环球时报》2月23日刊登阎学通教授题为《外部威胁尚不足以颠覆中国崛起》的文章（以下简称《外部威胁》一文），对中国崛起的安全环境做了全面精到的分析，显示出论者的战略眼光，读后很有启迪。但该文模糊坚持半岛无核化的重要性、紧迫性的看法，认为中国只能在对华“友好”或“不友好”的有核朝鲜中做出选择，无核朝鲜已不可能成为选项。这一观点值得商榷。
　　“维和”优先于“无核化”是错误的
　　《外部威胁》一文说，在朝核问题上中国有“维护和平”和“无核化”两个不同的利益，由于中国“有能力防止半岛发生战争，但没有能力消除朝鲜的核武器”，因此，当二者发生冲突时，中国需要进行“优先排序”。具体排序方法作者没说，但显而易见是将 “维和”作为优先选项，让“无核化”服从于“维和”。
　　笔者认为，中国坚持的“实现半岛无核化、维护半岛和平稳定、通过对话协商解决问题”的三项 原则是有机的统一。其中“半岛无核化”是“维护半岛和平稳定”的途径和条件，“维护半岛和平稳定”既是最终目的，也是实施原则。这一原则的基本作用是制约 各种“乱作为”，以防“生战生乱”，绝不意味着为了避险，允许在“无核化”上“不作为”。 《外部威胁》一文将“维和”同半岛“无核化”对立起来，认为二者冲突时应当首选“维和”，而将半岛“无核化”置于可急可缓甚至可有可无地位，这是错误的。
　　半岛无核化是半岛“维稳防战”的前提和保障，没有“无核化”，半岛和平稳定就无从 谈起。朝鲜“拥核”成为半岛和平稳定的重大现实威胁，已是不争的事实。如果说 “多米诺骨牌”效应和军备竞赛，是朝鲜“拥核”对半岛和平稳定的潜在威胁，那么，它所带来的巨大现实安全威胁正在步步逼近。
　　美国目前以应对朝鲜核导弹威胁为借口，正在加快部署“萨德”；在引进更多的战略武器的同时，大力强化美韩、美日同盟，甚至不排除对朝发起武力打击。一个时期来， 学术界和国际社会对“美国可能对朝动武”的忧虑不断上升。去年12月27日，阎学通教授接受《环球时报》专访时曾预测，特朗普执政期间，不排除“轰炸朝鲜核设施的可能性”。在这种形势下，绕过无核化能够实现“维和防战”吗？答案显然是否定的。
　　最根本的原因就在于，朝鲜核武装为美国武力打击提供了借口和由头。对美国来说，核 导弹游戏朝鲜一旦玩过了头，威胁到美国的安全，它就会不惜动武加以制止。在这种状况下，要在半岛“维和”，一般地做好“反战”、“备战”、“避战”各项工 作已经不够，更要先手着棋，谋求根本解决问题。也就是说，必须采取坚决果断措施，拆除“朝核”这颗定时炸弹的引信，打掉美国动武的借口，从而消除战争危 险。因此，半岛无核化在当前已不是可有可无，而是重中之重和当务之急。非如此便难以做到止战避乱。
　　伴随着崛起，中国在半岛的防战止战能力确有长足增长，但是，恐怕还不能说这种能力已达到能够掌控和驾驭半岛形势的程度。中国不容许半岛生战生乱，是一个坚定的态度，然而战争机器和主导权并不掌握在中国手里。对此，朝鲜也不要指望中国为其“背书”。
　　半岛无核化机制依然存在和运行
　　《外部威胁》一文说“中国没有能力消除朝鲜的核武器”，不错，但也并不完全。单靠 中国一家当然不可能实现半岛无核化，但是，朝鲜的核武问题已经引起多方关注，国际社会对此已有共识，如果能够做到步调一致和战略正确，半岛无核化目标完全 可以预期。中国在半岛无核化阵线中不占据主导地位，不应强加给中国无力承担的责任，但中国发挥与自身地位相适应的作用则理所应当。
　　应当承认，由于种种因素限制，中国的作用受到影响。近来中国政府暂停进口朝鲜煤炭，是一个重要的举措。中国当前应当做也能够做的就是毫不动摇地坚持半岛无核化方针，克服各种阻碍，坚决、严格履行安理会决议，通过让朝感到“疼痛难忍” 的制裁与国际无核化阵线的行动相配合，打消其幻想，从而迫其选择弃核和回归对话解决的正轨，走上谋求国家长治久安的道路。中国坚持中朝友好的基本方针，与 坚持半岛无核化并不抵触。中国的作用就是促使朝鲜幡然悔悟，改弦更张，完全是正能量。
　　《外部威胁》一文还认为，由于朝鲜“拥核”大政方针已定，“无核武器的朝鲜”已不 复存在；中国只能在“对华友好的有核武器的朝鲜”和“对华不友好的有核武器的朝鲜”当中二者选一。文章给出的政策选项传递的是“无核化失败论”的声音，主 张中国接纳一个“有核的朝鲜”。在当前急需推进半岛无核化的关键时刻，这些论调不合时宜并且有负面影响。
　　朝鲜确实有着强烈的拥核意愿和决心，但判断其目标能否实现却不能单凭这些，内部资 源和外部环境形成的严重制约也必须看到。换句话说，判断半岛无核化是否失败，不能只看朝鲜当局宣示的决心，也不能单看所遭遇的挫败，更主要的指标是国际社 会的态度。当前国际社会反朝核立场坚定不渝，半岛无核化机制依然存在和运行，对朝鲜核武装进程形成巨大牵制。在这种形式下怎可断定无核化失败？况且，目前 朝鲜核导能力虽有迅速进展，但离最终“化蛹成蝶”还有一段距离，给它戴上“有核国家”的桂冠是否有些过早？
　　阎学通教授近年来一直倡导“道义现实主义”，“道义现实主义”的基础是坚持国家利 益的原则，但主张通过承认拥核与朝鲜交好却违背了这一原则。应当冷静地看到，接纳“有核武器的朝鲜”虽然可能成为短暂拉近中朝关系的“黏合剂”，但对中国国家利益的损害更为巨大和深远。（作者是中国亚太学会朝鲜半岛研究会委员）
Save
Save
责任编辑：吴颜 
",201702270915
"
　　中新网2月27日电 据韩媒报道，韩国宪法裁判所27日下午进行总统弹劾审判最终庭审辩论。这是总统弹劾案的最后一次庭审辩论，警方在宪法裁判所周边部署了200多名警力，以防发生意外。
　　韩国宪法裁判所表示，当地时间当天上午10时许，总统代理人团向宪法裁判所提交了252页的预先准备文件。
　　朴槿惠已表明不出席庭审，朴槿惠的最终辩论内容将由代理人团在法庭上代为宣读。

　　最终庭审辩论于27日下午2时开始，法庭在询问是否有另外提交的证据后，立即开始进行最终辩论。
　　韩国国会委员团方面主张，朴槿惠总统滥用职权，在发生“世越号”沉船事故当天未能履行保护国民的义务等，违反了《宪法》和法律。

　　总统代理人团方面则表示，国会并未明确提出弹劾总统的事由，总统并不存在被弹劾的重大过失。
责任编辑：吴颜 
",201702271412
"
　　中新网2月27日电 据外媒报道，当地事件26日，巴西里约狂欢节游行期间发生一起意外。一辆游行彩车撞上道路围栏，造成至少12人受伤。
　　据报道，事发时，一辆搭载了桑巴舞者的彩车撞上围栏，导致游行观众、表演者、记者等人员受伤。
　　目前，里约警方已经对这起事件展开调查。警方表示，3名彩车操控者将在27日早间接受询问。此外，彩车司机的身份已经确认，该人将成为调查的重点。
　　报道援引医疗协调部门人员的话称，共有12人在事件中受伤。另有巴西媒体称，有20人寻求治疗。
责任编辑：吴颜 
",201702271413
"
　　中新网2月27日电 据外媒报道，当地时间27日，印度尼西亚万隆市一个公园内发生爆炸。随后，一名与爆炸有关的袭击者逃进当地政府大楼，并与警方交火。目前事件局面已得到控制。
　　报道称，在经历了约1个小时的对峙后，这名袭击者被捕。警方称这起袭击与“恐怖主义网络”有关联。报道还称，爆炸是由用高压锅制成的炸弹引发的。
　　电视影像记录下了警方和袭击者交火的场景。画面显示，政府大楼部分建筑起火。
　　印尼当地警方官员称，无人员在这起事件中受伤。政府大楼中的人员全部疏散。
责任编辑：吴颜 
",201702271345
"
现场图
　　据印尼警方的消息，印尼万隆市的一个政府大楼内发生爆炸，随后，当地警方赶到现场并与袭击者交火。据当地媒体报道，事发后，警方在该政府大楼内逮捕了一名袭击者，并对爆炸事件展开调查。警方表示，根据初步调查，该大楼内的爆炸装置为高压锅炸弹。
责任编辑：吴颜 
",201702271344
"
　　[环球网综合报道] 据英国路透社2月26日报道，特朗普挑选的美国海军部长人选菲利普•比尔登在26日表示，由于希望保持个人隐私与商业关系，他放弃出任海军部长的任命。
　　据报道，特朗普上个月任命比尔登担任海军部长，后者曾经是一名私募基金管理者和美军前情报官。
　　这已是第二次特朗普中意的军队领导人选因任职或会与其个人利益关系的规定有冲突而回绝任命。
　　据报道，比尔登1986年到1996年是美国陆军后备部队的情报官，之后前往香港地区发展，为全球私募基金管理公司HarbourVest Partners LLC服务25年后退休。在通过五角大楼发表的声明里，比尔登表示，他如果满足“政府道德办公室”的过滤要求，那将会有碍他的家庭商业关系。
　　本月稍早时候，特朗普所任命的陆军部长人选文森特•维奥拉回绝出任，理由是他感觉自己无法通过国会的任命听证会、以及国防部关于出任公职与私人商业关系的规定。（实习编辑：马娜 审核：谭利娅）
责任编辑：吴颜 
",201702271312
"
　　中新网2月28日电 据《联合早报》报道，英国反恐立法独立监察人警告，英国目前面对的恐怖威胁已达70年代爱尔兰共和军威胁以来的最高水平，现在国际恐怖组织伊斯兰国正在策划对无辜的英国民众发动一系列大规模的恐怖袭击。
　　据报道，希尔（Max Hill）是英国刚委任的反恐立法独立监察人，负责监察英国反恐相关的法律。他在接受《星期天电讯报》访问时指出，伊国组织计划在英国各个城市对无辜民众发动恐袭，其规模堪比40年前爱尔兰共和军发动的袭击。
　　他说，英国“面对巨大的持续性威胁，是任何人都无法忽视的”。
　　希尔认为，恐怖分子可能通过两个途径进入英国。首先，有数以百计的英国公民前往中东地区参加“圣战”，而这些“圣战士”已经回国，或将回国。其次，年轻人可能在网络上被极端主义视频和仇恨言论激进化。
　　最近，伦敦有五名15岁至19岁的青少年因恐怖威胁相关的罪行被扣押。其中四人计划前往叙利亚加入伊国组织，他们被控策划在国外发动恐袭。
　　另一人则被控拥有恐怖主义相关的材料，包括伊国组织的出版物和制作炸弹的视频。这五名青少年将于3月17日在伦敦老贝利中央刑事法院受审。
　　据了解，在70年代，爱尔兰共和军在英国发动一系列恐袭，酒吧、火车站和国会大厦一再遭炸弹袭击。
　　90年代后期，英国和爱尔兰共和军达成《贝尔法斯特协议》（Belfast Agreement），这是北爱尔兰和平进程的一个主要里程碑，也结束了北爱尔兰30年的流血冲突。
责任编辑：吴颜 
",201702280814
"
　　[观察者网综合]俄媒称，在伊拉克距摩苏尔不远处发现大约4000具遗体的集体墓葬。目前，正在这一区域展开打击“伊斯兰国”（以下简称：IS）。这是《每日电讯报》报道的消息。

资料图：在伊拉克发现的墓坑

　　俄罗斯卫星网2月27日报道称，距连接摩苏尔和首都巴格达公路哈斯法地区不远处有一个大坑。IS武装分子于2014年将抓获的伊拉克军人杀害，并将他们埋入坑中。据当地百姓介绍，2014年夏，武装分子在攻下摩苏尔后6个月开始在哈斯法展开杀戮。
　　目击者指出，大多是受害者是被枪杀的。其中一位目击人叫马赫穆德。据他介绍，他被强制观看，武装分子如何在一天之内杀害大约2000名伊拉克军人和警察。其中就有他的亲属。马赫穆德还曾看到，一辆载有雅兹迪人的汽车被推进了大坑。
　　2015年6月前，武装分子向大坑填土。之前还向大坑内投入载货集装箱和水泥墙体碎块。
　　近日，伊拉克总理海德尔·阿巴迪宣布，在摩苏尔西部地区展开清缴IS行动。24日，伊拉克政府军攻下靠近摩苏尔西部地区的军事基地和村庄，并进入城市西部 居民区，同时控制住机场。从2016年10月开始，伊拉克军队和以美国为首的联军展开军事行动。期间已将东部摩苏尔全部解放出来。
Save
责任编辑：吴颜 
",201702280754
